,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelwalk,labelsit,labelride,labelrun,mag_phone_x,mag_phone_y,mag_phone_z,loc_phone_latitude,loc_phone_longitude,loc_phone_speed
2023-06-09 12:31:14.642269952,-3.58743988,-0.3595523071,9.719737701,0.1287792176,0.08841618896,0.2114032507,1,0,0,0,25.06298828,-16.04838371,-38.82643127,52.33424972,4.864203734,0.8799999952
2023-06-09 12:31:14.882269952,-0.9244775391,0.6339317322,7.680079193,0.0751176551,-0.1615205109,0.5541927218,1,0,0,0,26.52348328,-16.88738823,-40.56295013,,,
2023-06-09 12:31:15.062269952,-0.4122427368,-0.02589614868,13.4674942,0.2399050593,-0.8815943599,0.09558006376,1,0,0,0,30.88635254,-14.41464996,-41.43694687,,,
2023-06-09 12:31:15.242269952,-0.490380249,-0.5462141418,9.256301422,-0.1183173582,-0.157192573,-0.3818171024,1,0,0,0,32.93717957,-3.665742874,-43.69249725,,,
2023-06-09 12:31:15.422269952,-0.3369493103,0.710123291,7.969726868,0.1892899573,0.1280212849,0.177129969,1,0,0,0,31.72715759,3.374772072,-44.50235748,,,
2023-06-09 12:31:15.662269952,-2.79304184,0.1908531189,11.88678131,-1.078130603,1.00065577,0.558057487,1,0,0,0,30.99067688,10.78382015,-43.53478622,,,
2023-06-09 12:31:15.842269952,-0.5516029358,0.885408783,6.335425415,-0.2607497573,-0.2182597667,0.3247480989,1,0,0,0,25.43080139,14.70367432,-45.48068237,,,
2023-06-09 12:31:16.022269952,-0.6177653503,1.319057007,10.02779709,0.2433413267,-0.231478408,0.246888116,1,0,0,0,21.36683655,17.71528625,-46.4524498,,,
2023-06-09 12:31:16.262269952,0.060025177,-2.127675476,14.64105377,0.2489844263,-0.3253918588,-0.5542346239,1,0,0,0,16.72860718,20.66137695,-47.30866241,,,
2023-06-09 12:31:16.442269952,-0.6349795532,0.5010081482,7.764952698,0.3261699378,-0.08111078292,-0.4427347183,1,0,0,0,8.97845459,20.00525665,-48.82614517,,,
2023-06-09 12:31:16.622269952,-0.1381626892,0.2281256104,10.89239914,0.05185847729,-0.2140523493,-0.1802897602,1,0,0,0,4.04284668,16.74536324,-50.01042175,52.33424643,4.864231623,0.7799999714
2023-06-09 12:31:16.862269952,-1.762285309,-0.7219487,9.976603546,0.382920891,0.06193520501,-0.1383067071,1,0,0,0,-0.7589569092,19.88805008,-48.61614609,,,
2023-06-09 12:31:17.042269952,-0.0462538147,0.8223898315,7.504644012,-0.05120292306,0.1986352801,0.3454789519,1,0,0,0,-1.251953125,17.48583984,-48.66802216,,,
2023-06-09 12:31:17.222269952,-0.7000941467,0.3385958862,12.78566208,0.09755031019,-0.2083509862,-0.02346189134,1,0,0,0,-2.489822388,16.22569466,-49.52093506,,,
2023-06-09 12:31:17.462269952,0.5592370605,0.03966751099,8.57671463,-0.2008009255,0.4244844615,-0.4720310569,1,0,0,0,-7.359298706,15.08442116,-48.8936615,,,
