,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelwalk,labelsit,labelride,labelrun,mag_phone_x,mag_phone_y,mag_phone_z,loc_phone_latitude,loc_phone_longitude,loc_phone_speed,simple_dist_outlier
2023-06-09 12:31:02.502269952,0.9789642334,0.6845265198,7.647746429,0.7419885993,-0.6946787238,0.03936664015,1,0,0,0,-2.985961914,-13.20142937,-42.91188431,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:02.752269952,0.4810995483,0.7584727478,8.671617279,0.08825307714,0.0976052433,0.0627665862205,1,0,0,0,-5.41910553,-16.553929325,-40.867673875,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:03.002269952,-0.4483925630500001,0.88495971685,10.3823348215,-0.3689226806,0.3982618153,0.3000718057,1,0,0,0,-5.151229858,-14.7462101,-40.19492722,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:03.252269952,-0.5617817688,0.4224215698,8.337062988,-0.3968246281,-0.260045439,0.9579879642,1,0,0,0,-5.203353882,-10.72300339,-40.18164062,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:03.502269952,-0.2559677124,0.8857081604,9.897867279,0.3982813954,0.0196843762,0.1673447639,1,0,0,0,-6.739608765,-7.966041565,-40.2215271,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:03.752269952,0.0260458374,-0.6138734436,9.828561401,-0.270186651485,0.0962937399999999,0.1138328314,1,0,0,0,-4.708389282000001,-7.447447776500001,-40.001470565,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:04.002269952,-0.1059796142349999,0.27041267395,10.0793648515,-0.121630989,0.1317449063,0.4435236752,1,0,0,0,-4.660873413,-7.177885056,-40.21029663,52.33449367,4.864196218,-1.0,False
2023-06-09 12:31:04.252269952,-1.628463593,0.02035766602,9.353898468,0.004255984444,-0.2519607544,0.3396826982,1,0,0,0,-3.890609741,-3.50147438,-41.3650589,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:04.502269952,-0.877325592,0.5893244934,7.545808411,0.06705880165,-0.09936762601,0.4449341893,1,0,0,0,-4.603424072,-2.84090519,-41.73717117,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:04.752269952,-0.5634283447,-0.1398092651,12.40440491,-0.177503943435,-0.122757066035,0.03253996745,1,0,0,0,-3.4639663695,0.4137458799499999,-43.45746231,52.33321255,4.863945739,1.940000057,False
2023-06-09 12:31:05.002269952,-0.7276368712,0.4795278168949999,7.4550222015,0.4083762765,0.265247643,-0.1092017144,1,0,0,0,-2.100921631,-0.06204032898,-44.96690369,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:05.252269952,-1.326541443,0.01856140137,12.09200455,-0.03918771818,0.05118560418,0.2690018713,1,0,0,0,2.39654541,-0.1528911591,-46.18118286,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:05.502269952,-2.904709625,0.1104702759,7.46392868,0.230294920036,-0.4152016192,0.0045371502999999,1,0,0,0,1.1207885742,2.97119689,-47.257658005,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:05.752269952,-1.535357208,0.8090675354,7.968529358,-0.06332249939,0.3262888193,0.07513581216,1,0,0,0,4.637069702,4.356266022,-49.02735138,52.33320404,4.863978177,1.139999986,False
2023-06-09 12:31:06.002269952,-0.958082657,-0.33522789,11.025098188,0.2318357676,-0.4525192082,-0.4935222268,1,0,0,0,2.959747314,5.580101013,-49.85670853,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:06.252269952,-0.6583309937,0.4495152283,8.508007507,0.3745288253,-0.01508121286,-0.2996052206,1,0,0,0,2.893600464,2.865174294,-50.44299316,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:06.502269952,-3.51723587,-0.9139993286,14.0036792,-0.15829378367,0.14252625408,0.36424037065,1,0,0,0,4.9705352785,1.74172759075,-51.94278145,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:06.752269952,-0.995280304,0.3852987671,6.678961029,-0.2587547302,0.1129351258,0.5024342537,1,0,0,0,6.030807495,3.531437397,-52.80186081,52.33345684,4.864221336,1.139999986,False
2023-06-09 12:31:07.002269952,-0.68123336795,-0.2542462921,10.42102936,-0.3369475901,0.5280929208,0.004555303138,1,0,0,0,8.035888672,1.417621613,-53.81872559,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:07.252269952,-0.6941065979,-0.09924362183,7.835156708,0.4205387533,0.3675868213,-0.4438012838,1,0,0,0,8.605957031,0.849565506,-54.00238419,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:07.502269952,-2.037263489,0.6408174133,11.01484451,-0.7583706381,0.25880701701,0.28690578045,1,0,0,0,9.1803512575,-3.0420656205,-54.87947273,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:07.752269952,-2.774480438,-0.4849914551,9.306596832,-0.3100356758,-0.3474707901,0.3606843054,1,0,0,0,3.630508423,-1.894790649,-56.02244186,52.33429616,4.864181606,0.9100000262,False
2023-06-09 12:31:08.002269952,-0.9040450287,0.25252487185,10.1911823255,0.02467103489,0.04697383195,0.2871821225,1,0,0,0,3.089599609,-1.603433609,-56.56635284,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:08.252269952,0.157023468,-0.7783813477,8.633147278,0.1043125093,0.1333618611,0.003564525163,1,0,0,0,2.289932251,-3.169009209,-56.35589218,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:08.502269952,-0.2323168945,0.366587677,8.249345398,-0.02651619073,0.0420951358949999,-0.0462012514599999,1,0,0,0,1.4481048585,-9.404903412,-55.14094162,52.33428597,4.864105834,1.129999995,False
2023-06-09 12:31:08.752269952,-1.281934204,0.5914201355,10.25128235,-0.02721817419,-0.3003454804,0.279959619,1,0,0,0,-0.7021331787,-7.133281708,-55.67162323,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:09.002269952,-1.0981912993,0.42324485779,8.731268234,0.03100403398,0.3027890325,0.5480632782,1,0,0,0,-2.550735474,-6.901323318,-55.54246521,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:09.252269952,0.346230011,1.359323273,9.460327148,0.2867552638,-0.7610882521,-0.2571811378,1,0,0,0,-1.413894653,-7.569063187,-56.01343155,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:09.502269952,-0.6110293579,-0.1561253357,9.484127655,0.4853819459999999,-0.0449968055,-0.55177515745,1,0,0,0,-2.853515625,-13.1151762,-56.025743485,52.33426854,4.864121675,0.9100000262,False
2023-06-09 12:31:09.752269952,-0.3405418396,2.012115784,8.975186005,-0.3746014237,0.1961727887,0.332698822,1,0,0,0,-0.02601623535,-19.83631516,-55.53432083,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:10.002269952,-2.791245575,0.4917274475,12.94822403,0.1037630662,-0.3933441639,0.2736201584,1,0,0,0,-1.845779419,-17.86331177,-57.41965485,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:10.252269952,-0.5629792785500001,1.294582901,8.868383105,-0.1997264177,0.2885999084,0.3641375303,1,0,0,0,-3.436187744,-18.71371269,-57.55072021,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:10.502269952,-0.02874023438,-1.278641052,13.65580261,0.2738034278,-0.16329441408,-0.30646913875,1,0,0,0,-4.1266174315,-20.54216957,-58.29331589,52.33426439,4.864129219,0.4300000072,False
2023-06-09 12:31:10.752269952,-0.8367599487,0.6637197876,7.932753754,0.2250492871,0.2997193635,-0.09808600694,1,0,0,0,-0.2136993408,-25.65340996,-56.03982925,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:11.002269952,-0.03921844482,1.255588989,10.90003326,-0.2790571749,-0.1909980029,0.05738463625,1,0,0,0,1.17124939,-27.3584156,-54.91883087,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:11.252269952,-1.5423925779999998,0.5448669436,8.929456098500001,0.2099329531,-0.1801638454,0.2130549252,1,0,0,0,-3.046859741,-24.98287773,-54.23456573,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:11.502269952,-0.6060896301,0.5978567505,11.6215329,-0.03256934885,-0.192502014355,0.0419003442,1,0,0,0,-4.693450927500001,-25.780929565,-50.698936465,52.33426033,4.864143133,0.4300000072,False
2023-06-09 12:31:11.752269952,0.2933898926,0.6827302551,7.866291962,0.2793576121,0.4952839017,-0.4678227901,1,0,0,0,-2.442459106,-27.34889412,-46.3044014,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:12.002269952,-0.2368075562,0.4751119995,7.345973969,-0.03259361908,-0.05282907188,-0.2620304823,1,0,0,0,0.7972869873,-28.69281578,-41.82028198,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:12.252269952,-2.210453339,0.6797364807,9.7186898825,-0.46290891615,0.04937627915,0.309603590525,1,0,0,0,3.547691345,-25.108118055,-38.823358535,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:12.502269952,-1.172511749,0.5971083069,9.238488464,-0.05282743275,-0.02385598421,0.5652093887,1,0,0,0,1.45375061,-21.25156403,-37.36186981,52.3342579,4.864162579,0.8799999952,False
2023-06-09 12:31:12.752269952,0.1526824951,-0.2814147949,11.35373978,-0.4648131132,0.3805729151,-0.0620842278,1,0,0,0,1.010299683,-21.29072189,-34.34334564,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:13.002269952,-0.2176473999,-0.2007325745,9.523645477,0.3484079242,0.1319810003,-0.575278759,1,0,0,0,4.666870117,-21.15403938,-32.28159332,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:13.252269952,-1.6997154236499998,-0.53341575635,12.2859262835,0.0864160172449999,-0.40570813416,-0.1929198727,1,0,0,0,8.798057556,-20.030174255,-32.21177292,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:13.502269952,-1.768422546,0.1922003174,7.428003387,-0.3180054426,-0.0006406218745,0.7063224316,1,0,0,0,8.80430603,-18.66571617,-34.08253098,52.33425329,4.864183366,1.090000033,False
2023-06-09 12:31:13.752269952,-0.4644841003,0.9413923645,10.44827271,-0.08767279983,0.05864487588,0.4980888963,1,0,0,0,8.917037964,-18.55143356,-35.04536819,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:14.002269952,-0.199385376,-1.609303436,12.53119125,0.598600328,-0.4878928661,-0.4302767217,1,0,0,0,9.925476074,-19.51679993,-36.1460495,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:14.252269952,-0.7541317749,0.0618214416549999,9.5841197225,-0.16514621675,-0.0261416509499999,0.0337932184499999,1,0,0,0,17.47870636,-20.589084625,-37.094724655,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:14.502269952,-3.58743988,-0.3595523071,9.719737701,0.1287792176,0.08841618896,0.2114032507,1,0,0,0,25.06298828,-16.04838371,-38.82643127,52.33424972,4.864203734,0.8799999952,False
2023-06-09 12:31:14.752269952,-0.9244775391,0.6339317322,7.680079193,0.0751176551,-0.1615205109,0.5541927218,1,0,0,0,26.52348328,-16.88738823,-40.56295013,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:15.002269952,-0.4122427368,-0.02589614868,13.4674942,0.2399050593,-0.8815943599,0.09558006376,1,0,0,0,30.88635254,-14.41464996,-41.43694687,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:15.252269952,-0.41366477965,0.0819545746,8.613014145000001,0.03548629955,-0.0145856440499999,-0.1023435667,1,0,0,0,32.33216858,-0.1454854010000001,-44.097427365,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:15.502269952,-2.79304184,0.1908531189,11.88678131,-1.078130603,1.00065577,0.558057487,1,0,0,0,30.99067688,10.78382015,-43.53478622,52.33424784,4.864220414,0.7799999714,False
2023-06-09 12:31:15.752269952,-0.5516029358,0.885408783,6.335425415,-0.2607497573,-0.2182597667,0.3247480989,1,0,0,0,25.43080139,14.70367432,-45.48068237,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:16.002269952,-0.6177653503,1.319057007,10.02779709,0.2433413267,-0.231478408,0.246888116,1,0,0,0,21.36683655,17.71528625,-46.4524498,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:16.252269952,-0.2874771881,-0.8133336639,11.203003234,0.28757718205,-0.20325132086,-0.4984846711,1,0,0,0,12.853530885,20.3333168,-48.06740379,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:16.502269952,-0.1381626892,0.2281256104,10.89239914,0.05185847729,-0.2140523493,-0.1802897602,1,0,0,0,4.04284668,16.74536324,-50.01042175,52.33424643,4.864231623,0.7799999714,False
2023-06-09 12:31:16.752269952,-1.762285309,-0.7219487,9.976603546,0.382920891,0.06193520501,-0.1383067071,1,0,0,0,-0.7589569092,19.88805008,-48.61614609,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:17.002269952,-0.0462538147,0.8223898315,7.504644012,-0.05120292306,0.1986352801,0.3454789519,1,0,0,0,-1.251953125,17.48583984,-48.66802216,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:17.252269952,-0.0704285431,0.1891316985949999,10.681188355,-0.051625307655,0.10806673765,-0.24774647412,1,0,0,0,-4.924560547,15.65505791,-49.20729828,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:17.502269952,0.1016386414,0.817300415,7.644004211,0.2028926164,0.08833897859,0.05703161657,1,0,0,0,-7.004974365,11.20803356,-49.66088486,52.33424865,4.864247789,0.6999999881,False
2023-06-09 12:31:17.752269952,-0.03278182983,0.7301815796,12.40380615,-0.1841244549,-0.3339001238,-0.06896208227,1,0,0,0,-9.547943115,10.08520699,-49.71673584,52.33447776829667,4.891991603794989,-0.011739427005407843,False
2023-06-09 12:31:18.002269952,-2.546953583,0.08158035278,7.536228333,0.02373745292,-0.4640662372,0.2701882124,1,0,0,0,-11.07543945,10.05869865,-48.66795349,52.33447776829667,4.891991603794989,-0.011739427005407843,False
